SMILES,Caco2_Wang,PAMPA_NCATS,HIA_Hou,Pgp_Broccatelli,Bioavailability_Ma,Lipophilicity_AstraZeneca,Solubility_AqSolDB,HydrationFreeEnergy_FreeSolv
CCCC(C)C(CCC)C(C)Cc1ccc(OP(=S)([S-])Oc2ccc(CC(C)C(CCC)C(C)CCC)cc2)cc1.CCCC(C)C(CCC)C(C)Cc1ccc(OP(=S)([S-])Oc2ccc(CC(C)C(CCC)C(C)CCC)cc2)cc1.[Zn+2],,,,,,,-5.4154147676,
CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Cr+3],,,,,,,-3.0199412712,
CC/C=C/CCCCCCCCCCCCCCOCC,,,,,,,-4.7999839607,
N#CCc1ccc(Cl)cc1F,,,,,,,-2.5939062498,
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,,,,,,-4.9189988507,
Cc1ccc(N2C(=O)N(c3ccc(C)c(N=C=O)c3)C2=O)cc1N=C=O,,,,,,,-5.0368259397,
CCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,,,,,,,-5.0625368604,
COC(=O)CN(CC(=O)OC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1,,,,,,,-5.1935197379,
[Cu+].[I-],,,,,,,-5.9787509813,
Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1,,,,,,,-4.197152695,
S,,,,,,,-5.5325378146,-0.7
N#Cc1ccccc1/C=C/c1ccc(/C=C/c2ccccc2C#N)cc1,,,,,,,-4.2206388586,
N#CCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,,,,,,,-4.281954413,
CC(=O)OCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,,,,,,,-4.2803415835,
C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,,,,,,,-4.3881793818,
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],,,,,,,-6.6230386723,
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C[C@H](C)[C@]4(C)[C@H]3CC[C@]12C,,,,,,,-5.0925589945,
CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,,,,,,,-6.9187336597,
C[C](C)C,,,,,,,-4.3765465432,
O=[Mo](=O)(O)O,,,,,,,-2.3797609623,
CCCCC(=O)O.CCCCCCC(=O)O.CCCCCCCCC(=O)O.OCC(CO)(CO)CO,,,,,,,-5.4183738573,
COc1cc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,,,,,,,-5.4951202425,
CC(C)(C)c1cc(O)ccc1O,,,,,,,-1.220683278,
COc1ccc(N)c([N+](=O)[O-])c1,,,,,,,-1.2257020372,
S=c1[nH]c2ccccc2[nH]1,,,,,,,-2.176687281,
N#CCCOCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,,,,,,,-4.5937500267,
CCCCN(c1nc(NCCCN(CCN(CCCNc2nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)n2)c2nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)n2)c2nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)n2)nc(N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)n1)C1CC(C)(C)N(C)C(C)(C)C1,,,,,,,-5.3590146681,
C1CCC2CCCCC2C1,,,,,,,-4.1406777053,
CCCC[Sn+2]CCCC.O=C([O-])/C=C/C(=O)[O-],,,,,,,-4.5403282232,
C=C(C)C(=O)O[Zn]O,,,,,,,-4.2239603591,
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,,,,-4.7817560925,
O=C(Nc1cccc2c1C(=O)c1ccccc1C2=O)c1ccc(-c2ccc(N=Nc3ccc(-c4ccc(C(=O)Nc5cccc6c5C(=O)c5ccccc5C6=O)cc4)cc3)cc2)cc1,,,,,,,-5.716458279299999,
COc1cc2c3c(ccc4c5ccc6c7c(cc(OC)c(c1c34)c75)-c1ccccc1C6=O)C(=O)c1ccccc1-2,,,,,,,-5.5991706951,
CC(C)(C)OOC1(OOC(C)(C)C)CCCCC1,,,,,,,-5.3862138373000015,
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,,,,,,,-5.7200550602,
CCC(C)(C)OOC1(OOC(C)(C)CC)CCCCC1,,,,,,,-5.4600374185,
CC1=CC(C)(C)Nc2ccccc21,,,,,,,-5.238695803500001,
CC(COS)(COS)COC(=O)CCCC(=O)OCC(C)(COS)COS.CCC(COP)(COS)COS,,,,,,,-5.8419473099,
B12B3B4B1C234,,,,,,,-4.7424030214,
CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,,,,,,-5.8081724723,
Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,,,,,,-5.7684649408,
CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,,,,,,,-5.5137980476,
CCCCCCCCCCCCCCC(CO)CCCCCCCCCCCC,,,,,,,-5.6135997753,
CCCCC(CC)COCOCC(CC)CCCC,,,,,,,-5.4353234735,
CCCCCCCCC(CO)CCCCCC,,,,,,,-5.3846168146,
Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,,,,,,,-5.4994176265,
CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,,,,,,,-5.5665093776,
CCCCCCCCCCCCCCCCC(CO)CCCCCCCCCCCCCC,,,,,,,-5.66920434,
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,,,,,,,-5.634046793,
O=C1OC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)OC5=O,,,,,,,-5.5936426625,
O=[N+]([O-])c1ccc(OP(=S)(Oc2ccc([N+](=O)[O-])cc2)Oc2ccc([N+](=O)[O-])cc2)cc1,,,,,,,-5.6788341975,
O=C1C=Cc2ccccc2/C1=N/Nc1ccc2ccccc2c1S(=O)(=O)[O-].O=C1C=Cc2ccccc2/C1=N/Nc1ccc2ccccc2c1S(=O)(=O)[O-].[Ba+2],,,,,,,-5.9504281438,
O=C1C=Cc2ccccc2/C1=N/Nc1ccc2ccccc2c1S(=O)(=O)[O-].O=C1C=Cc2ccccc2/C1=N/Nc1ccc2ccccc2c1S(=O)(=O)[O-].[Ca+2],,,,,,,-5.9003015698,
[In+3].[In+3].[O-2].[O-2].[O-2],,,,,,,-5.4434710859000015,
CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C,,,,,,,-5.708288296799999,
CCCCCCCCCCCCCCCCCCCCCCO,,,,,,,-5.5140281479,
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,,,,,,,-5.711686621799999,
CCCCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCCCC,,,,,,,-5.7565570001,
CCCCCCCCCCCCCCCC[Si](OC)(OC)OC,,,,,,,-5.5398636413,
CCCCCCCCCCCCCCCCCCCCO,,,,,,,-5.4750243489,
CCCCCCCCCCCCCCCCCCO,,,,,,,-5.432168875,
CCCCCCCCCCCC(=O)OC(C)C,,,,,,,-5.384537990399999,
CCCCCCCCCCCCCCCCCCCCCCCCO,,,,,,,-5.549815883300001,
CC/C=C/CCCCCCC,,,,,,,-5.1883574821,
C=COC(=O)CCCCCCCCCCC,,,,,,,-5.3547996853,
CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],,,,,,,-5.6759230824,
CCCCC(CC)C1CCON1CCOC(=O)NCCCCCCNC(=O)OCCN1OCCC1C(CC)CCCC,,,,,,,-5.7905608237,
COC(=O)CCc1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,,,,,,,-6.8493235759000015,
CCCCCCCCCCCCCCCCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)NCCCCCCCCCCCCCCCCCC)cc2)cc1,,,,,,,-5.9429946413,
ICC1CCC(CI)CC1,,,,,,,-5.7481975718,
CC(C)(C)OOC(C)(C)c1ccc(C(C)(C)OOC(C)(C)C)cc1,,,,,,,-5.7371515873000005,
CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC,,,,,,,-6.057758885499999,
[Zr],,,,,,,-5.35804912,
C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,,,,,,,-5.9360261722,
[Ca+2].[O-2].[O-2].[O-2].[Ti+4],,,,,,,-5.6562324003,
CCC(C)CCCOC(=O)CCc1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,,,,,,,-6.1639401792,
O=P([O-])([O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2],,,,,,,-5.998459357100001,
CC(C)(C)CC(C)(C)c1ccc([O-])c(Sc2cc(C(C)(C)CC(C)(C)C)ccc2[O-])c1.CCCCN.[Ni+2],,,,,,,-6.4460405944,
CN(C(=S)SSC(=S)N(C)c1ccccc1)c1ccccc1,,,,,,,-6.2607699922,
CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,,,,,,,-6.417202563200001,
CCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCC,,,,,,,-6.5537875846,
CCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCC,,,,,,,-6.356030959,
O=C=Nc1ccc(OP(=S)(Oc2ccc(N=C=O)cc2)Oc2ccc(N=C=O)cc2)cc1,,,,,,,-6.4917192558000005,
CC(C)CCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCC(C)C,,,,,,,-6.4222745911,
CCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCC,,,,,,,-6.4797384219000005,
CCCCCCC(=O)O.CCCCCCCC(=O)O.CCCCCCCCCC(=O)O.OCC(CO)(CO)CO,,,,,,,-6.6194034302,
CCCCCCCC[Si](OCC)(OCC)OCC,,,,,,,-6.3277407884000025,
CCCCCCC(O)CCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCC(O)CCCCCC,,,,,,,-6.7352071916,
O=C=Nc1ccc(C(c2ccc(N=C=O)cc2)c2ccc(N=C=O)cc2)cc1,,,,,,,-6.5650965952,
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,,,,,,,-6.6218178985,
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,,,,,,,-6.5688749453,
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,,,,,,,-6.6301043221,
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,,,,,,,-6.6005678007,
CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,,,,,,,-6.5580902807,
CCCC1CCC(C2CCC(c3ccc(-c4cc(F)c(F)c(F)c4)c(F)c3)CC2)CC1,,,,,,,-6.6360312962,
CCCCCCCCCCC(CO)CCCCCCCC,,,,,,,-6.4750243489,
O=C1OC(=O)c2cccc3cccc1c23,,,,,,,-6.2970532498,
CCCCCCCCC(C)C(CC)CCCCCCC.CCCCCCCCC(C)C(CCC)CCCCCC,,,,,,,-6.7521345295,
CCCCCCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,,,,,,,-6.6281415672,
CCCCCCCCCCCCCCCCCCOCC[O],,,,,,,-6.4963012647000005,
O=[Si]([O-])O.O=[Si]([O-])O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Mg+2].[Mg+2].[Mg+2],,,,,,,-6.5789404760000005,
Cc1cc(C)c(C(=O)P(=O)(C(=O)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,,,,,,,-6.6216674424,
[Al+3].[Al+3].[Ca+2].[Ca+2].[O-2].[O-2].[O-2].[O-2].[O-2],,,,,,,-6.3306470932000005,
CO[Si](OC)(C(C)C)C(C)C,,,,,,,-6.2463311334,
CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,,,,,,,-6.6005678007,
CCCCCCCCOC(=O)[C@@H](C)Oc1ccc(Cl)cc1C,,,,,,,-6.5143670911000005,
[Ag+].[C-]#N,,,,,,,-6.1267351667,
[H-].[H-].[Ti+2],,,,,,,-5.6979525644,
O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Ti+4],,,,,,,-6.3011016483,
CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,,,,,,,-6.8410879515,
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,,,,,,,-6.4955131172000025,
[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2].[O-2].[Sr+2].[Sr+2],,,,,,,-6.6614873159000005,
CC1(C2CCC3C4=CC=C5CC6(CCC5(C)C4CCC32C)OCCO6)OCCO1,,,,,,,-6.7001197149000005,
[Zn+2].c1ccc2c(c1)-c1nc3nc(nc4[n-]c(nc5[n-]c(nc-2n1)c1ccccc51)c1ccccc41)-c1ccccc1-3,,,,,,,-6.9837209828,
CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@@H](O)[C@@H]1OC(=O)CCCCCCCCCCCCCCCCC,,,,,,,-7.2849105614999985,
CC(C)CCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCCC(C)C)c(C(=O)OCCCCCCCCCCC(C)C)c1,,,,,,,-7.180237159600001,
CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,,,,,,,-6.9330922951,
CCCCCCC(O)CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(O)CCCCCC)OC(=O)CCCCCCCCCCC(O)CCCCCC,,,,,,,-7.273925855599999,
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,,,,,,,-6.97376589,
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,,,,-7.2481955094,
CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,,,,,,,-6.8699049410000015,
CCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCC,,,,,,,-6.8531467823000005,
O=C(CBr)Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl,,,,,,,-6.8888082879,
CCC(COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCC(C)C,,,,,,,-7.2711824653,
CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCC,,,,,,,-6.8994921961,
CCCCCCCCCCCCCCC1CO1,,,,,,,-6.6820204584,
CC(C)(C)c1cc(CCC(=O)NNC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,,,,,,-7.04359803,
CC(C)(CO)CO.CCCCCCC(=O)O,,,,,,,-6.6708690081,
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC/C=C/CCCCCCCC,,,,,,,-7.1238862525,
CCCCCCCCCCCC(=O)OCCC(C)C,,,,,,,-6.733128222,
CCCCC(=O)OCC(CO)(CO)COCC(CO)(CO)CO,,,,,,,-6.8304564999,
CC(C)c1cccc(C(C)C)c1N=C=Nc1c(C(C)C)cccc1C(C)C,,,,,,,-6.8604110817,
CC(C)CCCCCCCOC(=O)CCCCCCCC(=O)OCCCCCCCC(C)C,,,,,,,-6.971983320700001,
CCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCC,,,,,,,-7.0076009975,
CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,,,,,,,-6.8676395215999975,
CCCCCCCCCCCC(=O)OCCCCCC,,,,,,,-6.7550878414,
CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)CO,,,,,,,-6.8555954685000025,
[Mg+2].[Mg+2].[Nb+5].[Nb+5].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2],,,,,,,-6.8406266847,
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OCCCCCCCC/C=C\CCCCCCCC,,,,,,,-7.071179206900001,
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCCCCC/C=C\CCCCCCCCC,,,,,,,-7.0277066834,
CCCCCCCCOC(=O)CCCCCCC,,,,,,,-6.709998828,
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCCCCCCCCCC,,,,,,,-6.9812258596,
CCCCC(CC)COC(=O)CC(CC(=O)OCC(CC)CCCC)(OC(C)=O)C(=O)OCC(CC)CCCC,,,,,,,-7.057520046900001,
CCCCC(CC)CNC(=O)c1ccc(N/N=C2\C(=O)N(C)C(=O)C(C#N)=C2C)cc1,,,,,,,-7.0248108563,
CC1=C(C#N)C(=O)N(C)C(=O)/C1=N/Nc1ccc(Cl)c(Cl)c1,,,,,,,-6.9257837823,
CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,,,,,,,-7.2923086931,
O=C(c1ccccc1)c1ccc(OCC(O)COc2ccc(C(=O)c3ccccc3)c(O)c2)cc1O,,,,,,,-7.1387547034,
CCCCCCCCCCCCCNCC(C)CCCCCCCCCC.CCCCCCCCCCCCCNCCCCCCCCCCCCC,,,,,,,-7.4056684463,
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,,,,,,,-4.4645461779,
CCCCC(CC)COC(=O)OCC(CC)CCCC,,,,,,,-6.9799366685000015,
CCCCCCCCCCCCCCCCCC(=O)O[Al](O)OC(=O)c1ccccc1,,,,,,,-7.253899897899999,
CCN(CC)c1ccc(N=Nc2c(C#N)cc(C)cc2C#N)c(NS(C)(=O)=O)c1,,,,,,,-7.2331050936,
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCCCCC/C=C\CCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC,,,,,,,-7.800359899299999,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,,,,,,,-7.3970339946,
Cc1cc(C)cc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)cc(C)c2)C6=O)c1,,,,,,,-7.4761487948,
CCN(CCC(=O)OC)c1ccc(N=Nc2snc3ccc([N+](=O)[O-])cc23)cc1,,,,,,,-7.315402454199999,
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,,,,,,,-7.3271074817,
CCCC1CCC(c2ccc(-c3ccc(CC)cc3)cc2)CC1,,,,,,,-7.1853905644000005,
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,,,,,,,-7.312230264299999,
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,,,,,,,-7.553792438099999,
[Hf],,,,,,,-7.1724326435000005,
[Hf+4].[O-2].[O-2],,,,,,,-7.2440460955,
CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,,,,,,-7.8041135239,
Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl,,,,,,,-7.4250889383,
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(-c2ccc(OP(=O)(Oc3ccccc3)Oc3ccccc3)cc2)cc1,,,,,,,-7.813287357,
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(N=Nc2ccccc2)cc1)c64)C(=O)N(c1ccc(N=Nc2ccccc2)cc1)C5=O,,,,,,,-7.8755092242,
CCOc1cc2c(cc1NC(=O)c1ccccc1)Oc1c(NC(C)=O)c3c(c(NC(C)=O)c1=N2)Oc1cc(NC(=O)c2ccccc2)c(OCC)cc1N=3,,,,,,,-7.861382650099999,
[Al+3].[O-]B([O-])[O-],,,,,,,-6.9334417301,
B#N,,,,,,,-6.394784279,
CCN(CC)c1ccc2cc(-c3nc4cc(S(N)(=O)=O)ccc4o3)c(=O)oc2c1,,,,,,,-7.8310984133,
O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,,,,,,,-7.946874563300001,
CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12,,,,,,,-8.0680715196,
Fc1ccc(-n2c[c-]cc2)c(F)c1.Fc1ccc(-n2c[c-]cc2)c(F)c1.[Ti+4].c1cc[cH-]c1.c1cc[cH-]c1,,,,,,,-8.1257893916,
CCN(CC)c1ccc2c(C#N)c(-c3nc4ccccc4s3)c(=O)oc2c1,,,,,,,-8.0974343241,
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,,,,,,,-8.85998044,
CCCCCCOc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c(O)c1,,,,,,,-9.1518109699,
CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC,,,,,,,-9.6499887292,
CC1COc2ccccc2N1C(=O)C(Cl)Cl,,,,,,,-3.8353901487,
O=C(c1ccc(F)cc1)C1CCNCC1.[Cl-].[H+],,,,,,,0.5890195686999999,
O=C(CO)CO,,,,,,,1.0138642136,
O=[N+]([O-])c1ccc(N=Nc2c(O)c(N=Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)cc(N=Nc3cc(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(O)c34)c2O)cc1.[Na+].[Na+],,,,,,,-0.9675670249,
O=C(Nc1ccc2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)[O-])cc2c1)Nc1ccc2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+],,,,,,,-1.8872466915,
CC(C)c1ccc(S(=O)(=O)O)cc1,,,,,,,0.6127511139,
COc1cc(S(=O)(=O)[O-])c(C)cc1NC(=O)C(N=Nc1ccc(-c2nc3ccc(C)c(S(=O)(=O)[O-])c3s2)cc1)C(C)=O.[Na+].[Na+],,,,,,,-0.9163461364,
O=C1C=Cc2ccccc2/C1=N/Nc1ccc(-c2ccc(N/N=C3\C(=O)C=Cc4ccccc43)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+],,,,,,,-1.8973139062,
N#Cc1ccc(N)cc1,,,,,,,-1.1429743647,
O=C([O-])CS.[K+],,,,,,,0.7806710209000001,
C=CCOCC(O)CS(=O)(=O)[O-].[Na+],,,,,,,0.5538399496,
O=C1OCCO1,,,,,,,0.9461910524,
C=C(CC(=O)O)C(=O)O,,,,,,,-0.2250282975,
NC(N)=NCCC[C@H](N)C(=O)O.[Cl-].[H+],,,,,,,0.5397304724,
Cc1cc(NC(C)C(=O)c2ccccc2)ccc1N/N=C1\C=C(S(=O)(=O)[O-])c2ccccc2C1=O.[Na+],,,,,,,-1.8129006218,
O=C([O-])CN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+],,,,,,,0.3961032361,
Nc1cc(N)c(S(=O)(=O)[O-])cc1N=Nc1cc([N+](=O)[O-])ccc1O.[Na+],,,,,,,-0.7639420940999999,
N=C(c1ccccc1)c1ccccc1,,,,,,,-2.7811280063,
O=C([O-])CS.[Na+],,,,,,,0.7273991488,
Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1O.Nc1cc([N+](=O)[O-])ccc1O.Oc1cccc(O)c1.[Fe].[Na+].[Na],,,,,,,-0.9940566873,
COc1cc(N=Nc2ccc(S(=O)(=O)[O-])cc2)c(C)cc1N/N=C1/C(=O)c2ccc(Nc3ccccc3)cc2C=C1S(=O)(=O)[O-].[Na+].[Na+],,,,,,,-2.0454014742,
Cc1ccccc1Oc1ccccc1N/N=C1/C(=O)c2c(cc(S(=O)(=O)[O-])cc2NC(=O)c2ccccc2)C=C1S(=O)(=O)[O-].[Na+].[Na+],,,,,,,-2.0506714672,
O=S(=O)([O-])CCC[NH+]1CCOCC1,,,,,,,0.4557825074,
NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(-c4ccc(Nc5nc(Cl)nc(Nc6ccc(N=Nc7cc8c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc8cc7S(=O)(=O)[O-])c(NC(N)=O)c6)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)n2)ccc1N=Nc1cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2cc1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],,,,,,,-1.4981682805,
[Cl-].[Li+],,,,,,,1.1343979721,
OCC[C@@H]1CCCC[NH2+]1,,,,,,,0.6427483546,
CC(C)COC(=O)[C@@H](C)O,,,,,,,-0.4128573351,
O=C([O-])CS.[Ca+2],,,,,,,-0.3838981351,
CC1(C)CC(O)CC(C)(CN)C1,,,,,,,0.488999371,
CN(CCC#N)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1.O=P([O-])(O)O,,,,,,,-0.9304018204,
CCCCCCCC1N(CCO)C=CN1CCC(=O)[O-].[Na+],,,,,,,0.2127067575,
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+],,,,,,,0.1189898767999999,
[Cr].[F].[F].[F],,,,,,,-0.3384166482,
O=[N+]([O-])c1ccn[nH]1,,,,,,,-1.2854728211,
O=C([O-])c1ccccc1.[K+],,,,,,,0.4872673501,
NC(=O)c1ccc[n+](Cc2ccccc2)c1.[Cl-],,,,,,,0.2936103731,
C=C[C@@](C)(/C=C/c1ccc(O)cc1)CCC=C(C)C,,,,,,,-6.3370173812,
O.O=BO[O-].[Na+],,,,,,,-0.8231002009999999,
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.Nc1ccc([N+](=O)[O-])cc1.O=C1C=C/C(=N\Nc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])cc(O)c23)C(O)=C1.[Fe].[Na+].[Na+],,,,,,,-1.3075465248,
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,,,,,,-0.9531217854,
